ID,PO_/_SO_#,ASN/DN_#,Country,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Sub_Classification,Item_Description,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
1245,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",40,147,11076.45,75.35,1.88,Yes,165.0,1816.57,,-922
1246,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",100,6,2400.0,400.0,4.0,Yes,15.0,1039.5,,-905
1251,SCMS,ASN,Vietnam,Direct Drop,others,Air,Pediatric,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",60,2800,19600.0,7.0,0.12,Yes,555.0,3292.15,,-780
1262,SCMS,ASN,Haiti,Direct Drop,EXW,Air,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",100,15,6000.0,400.0,4.0,Yes,36.0,1195.29,,-787
1279,SCMS,ASN,Zimbabwe,Direct Drop,others,Air,Adult,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",180,260,11096.8,42.68,0.24,Yes,135.0,0.0,,-789
1281,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,894,2994.9,3.35,0.06,Yes,479.0,4861.14,,-759
1282,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,25100,276100.0,11.0,0.18,Yes,2575.0,18772.94,,-662
1283,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,95500,144205.0,1.51,0.03,Yes,9170.0,42453.21,,-662
1285,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,900,36000.0,40.0,2.0,Yes,316.0,4989.87,,-737
1295,SCMS,ASN,Mozambique,Direct Drop,others,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,80,3288.0,41.1,0.34,Yes,25.0,0.0,,-689
1298,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,70000,525000.0,7.5,0.12,Yes,6813.0,31858.09,,-603
1299,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,71577,1087970.4,15.2,0.51,No,242.0,,,-677
1300,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,5605,202340.5,36.1,0.6,No,242.0,,,-677
1303,SCMS,ASN,Ethiopia,Direct Drop,FCA,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,200,16000.0,80.0,0.8,Yes,,0.0,,-738
1306,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,25000,187500.0,7.5,0.12,Yes,2348.0,21439.59,300.0,-499
1307,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",40,375,28500.0,76.0,1.9,Yes,402.0,4445.75,,-646
1309,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,4650,372000.0,80.0,0.8,Yes,1707.0,24859.45,,-720
1337,SCMS,ASN,Côte d'Ivoire,Direct Drop,others,Air,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",60,1577,14981.5,9.5,0.16,Yes,306.0,0.0,23.97,-439
1347,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,3500,280000.0,80.0,0.8,Yes,1194.0,5858.57,448.0,-485
1350,SCMS,ASN,Côte d'Ivoire,Direct Drop,others,Air,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",60,4270,40565.0,9.5,0.16,No,,0.0,64.9,-460
1356,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",240,1000,1920.0,1.92,0.01,Yes,960.0,13762.41,3.07,-460
1357,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,1000,2100.0,2.1,0.01,No,744.0,,3.36,-460
1358,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,1000,2100.0,2.1,0.01,No,781.0,,3.36,-447
1359,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,3000,40500.0,13.5,0.22,Yes,332.0,4454.62,64.8,-447
1360,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,22500,277425.0,12.33,0.41,Yes,1955.0,16095.39,443.88,-408
1361,SCMS,ASN,Vietnam,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,500,41095.0,82.19,0.68,Yes,117.0,1767.38,65.75,-496
1383,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",25,10000,200000.0,20.0,0.8,Yes,3336.0,25165.3,320.0,-473
1502,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",30,1609,27353.0,17.0,0.57,Yes,157.0,7922.24,43.76,-342
1512,SCMS,ASN,South Africa,Direct Drop,DDP,,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,30,1447.8,48.26,0.16,No,,0.0,2.32,-341
1513,SCMS,ASN,South Africa,Direct Drop,DDP,,Adult,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",30,100,2850.0,28.5,0.95,No,,0.0,4.56,-341
1519,SCMS,ASN,Vietnam,Direct Drop,FCA,Air,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",336,100,18333.0,183.33,0.55,Yes,337.0,2535.4,29.33,-282
1527,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,10000,270000.0,27.0,1.35,Yes,3336.0,28002.75,432.0,-349
1529,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,1099,30222.5,27.5,0.46,Yes,113.0,1511.25,48.36,-342
1530,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 20mg, capsules, 60 Caps",60,1200,2100.0,1.75,0.03,Yes,125.0,2429.85,3.36,-338
1531,SCMS,ASN,Kazakhstan,Direct Drop,DDP,Air,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",100,50,17500.0,350.0,3.5,Yes,,0.0,28.0,-374
1549,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,650,51993.5,79.99,0.8,Yes,148.0,2577.27,83.19,-334
1587,SCMS,ASN,South Africa,Direct Drop,DDP,,Adult,"Stavudine 20mg [Zerit], capsules, 60 Caps",60,100,573.0,5.73,0.1,No,,0.0,0.92,-366
1593,SCMS,ASN,Botswana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,450,14400.0,32.0,1.6,Yes,154.0,2496.62,23.04,-185
1594,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,10270,277290.0,27.0,1.35,Yes,2907.0,18864.37,443.66,-172
1618,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,9000,288000.0,32.0,1.6,Yes,9000.0,55746.59,460.8,-283
1628,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,6040,193280.0,32.0,1.6,Yes,2052.0,24689.0,309.25,-235
1634,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,4300,43.0,0.01,0.0,Yes,284.0,0.0,0.07,-219
1637,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,289,7803.0,27.0,1.35,Yes,79.0,1104.69,15.29,59
1638,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,3000,215970.0,71.99,0.72,Yes,682.0,5298.9,345.55,-184
1643,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,70,0.7,0.01,0.0,Yes,,0.0,0.0,-275
1644,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,1116,78120.0,70.0,0.7,Yes,255.0,5175.72,124.99,-166
1645,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,1116,78120.0,70.0,0.7,Yes,256.0,7118.12,153.12,-16
1646,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,832,26624.0,32.0,1.6,Yes,832.0,3740.04,42.6,-243
1647,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,213,15333.87,71.99,0.72,Yes,49.0,959.46,24.53,-160
1648,SCMS,ASN,Botswana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",100,10,3500.0,350.0,3.5,Yes,39.0,604.0,5.6,-268
1660,SCMS,ASN,Zimbabwe,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,1634,16.34,0.01,0.0,Yes,,0.0,0.03,-75
1673,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",180,400,15760.0,39.4,0.22,No,,0.0,25.22,-255
1674,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",90,6,47.28,7.88,0.09,No,,0.0,0.08,-255
1675,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",30,500,10925.0,21.85,0.73,No,,0.0,17.48,-255
1691,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,10080,29232.0,2.9,0.05,Yes,507.0,4159.45,46.77,-198
1693,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,6720,77145.6,11.48,0.38,Yes,522.0,3796.05,123.43,-217
1719,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,250,2.5,0.01,0.0,Yes,17.0,0.0,0.0,-240
1722,SCMS,ASN,South Africa,Direct Drop,DDP,,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,300,4614.0,15.38,0.51,No,,0.0,7.38,-272
1723,SCMS,ASN,South Africa,Direct Drop,DDP,,Adult,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",60,300,4155.0,13.85,0.23,Yes,,0.0,6.65,-254
1724,SCMS,ASN,South Africa,Direct Drop,DDP,,Adult,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",30,100,1849.0,18.49,0.62,No,,0.0,2.96,-272
1730,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,1130,11.3,0.01,0.0,Yes,,0.0,0.02,-221
1797,SCMS,ASN,Vietnam,Direct Drop,others,Air,Pediatric,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",60,400,2800.0,7.0,0.12,Yes,81.0,3013.09,4.48,-93
1798,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,10780,15631.0,1.45,0.02,Yes,502.0,7575.6,25.01,-138
1801,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",180,670,24783.3,36.99,0.21,No,,0.0,39.65,-241
1802,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",60,2000,11060.0,5.53,0.09,Yes,,0.0,17.7,-228
1803,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",60,1000,16630.0,16.63,0.28,Yes,,0.0,26.61,-235
1804,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",240,30,435.9,14.53,0.06,No,,0.0,0.7,-241
1820,SCMS,ASN,Haiti,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,1123,78610.0,70.0,0.7,Yes,257.0,2851.72,154.08,-69
1861,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests",100,340,47260.0,139.0,1.39,Yes,234.0,5446.06,75.62,-141
1888,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,47879,569281.31,11.89,0.2,Yes,5311.0,30408.04,910.85,-166
1889,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,61021,725539.69,11.89,0.2,Yes,6768.0,38120.96,1160.86,-165
1905,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,4300,37023.0,8.61,0.14,No,2274.0,,59.24,-107
1919,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,18030,26143.5,1.45,0.02,Yes,1114.0,5822.44,41.83,-93
1926,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",60,50,663.5,13.27,0.22,Yes,,0.0,1.06,-174
1927,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",30,250,715.0,2.86,0.1,No,,0.0,1.14,-180
1928,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",30,60,1096.2,18.27,0.61,No,,0.0,1.75,-180
1929,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",200,12,150.48,12.54,0.06,No,,0.0,0.24,-180
1939,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,3000,30.0,0.01,0.0,Yes,889.0,7303.52,0.05,-104
1940,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,213,15333.87,71.99,0.72,Yes,49.0,1047.39,30.05,-67
1941,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,6502,65.02,0.01,0.0,Yes,1927.0,24870.05,0.1,-81
1942,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,6875,549931.25,79.99,0.8,Yes,1566.0,19992.75,879.89,-114
1954,SCMS,ASN,Vietnam,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,434,35674.8,82.2,0.68,Yes,113.0,2709.98,69.92,-33
1955,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,1100,12540.0,11.4,0.19,Yes,159.0,2568.6,24.58,-41
1956,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,8400,85596.0,10.19,0.34,Yes,613.0,3247.73,167.77,-40
1957,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,3648,26448.0,7.25,0.12,Yes,323.0,2335.19,51.84,-32
1971,SCMS,ASN,Guyana,Direct Drop,EXW,Air,Malaria,"Malaria Paramax-3 Kit, 25 Tests",25,108,4050.0,37.5,1.5,Yes,34.0,648.27,7.94,-20
1972,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,5958,160866.0,27.0,1.35,Yes,2147.0,11066.17,257.39,-83
1973,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,3982,107514.0,27.0,1.35,Yes,1445.0,7303.25,210.73,-62
2008,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1,6998,160954.0,23.0,23.0,Yes,5057.0,44347.71,257.53,-89
2014,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",30,300,7080.0,23.6,0.79,Yes,,0.0,11.33,-143
2015,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",240,40,557.6,13.94,0.06,No,,0.0,0.89,-143
2146,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1,3470,79810.0,23.0,23.0,Yes,2509.0,19882.25,156.43,16
2147,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1,3510,80730.0,23.0,23.0,Yes,2535.0,22433.91,158.23,-32
2148,SCMS,ASN,Zimbabwe,Direct Drop,others,Air,HIV test,"#109440**HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",1,5000,12706.65,2.54,2.54,Yes,,0.0,24.91,30
2153,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,6000,17400.0,2.9,0.05,Yes,581.0,2653.27,34.1,-38
2156,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1300,20410.0,15.7,0.52,No,,0.0,40.0,-87
2157,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",200,120,733.2,6.11,0.03,No,,0.0,1.44,-87
2158,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",270,6,424.08,70.68,0.26,No,,0.0,0.83,-87
2159,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",240,40,540.4,13.51,0.06,No,,0.0,1.06,-87
2171,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,5751,460080.0,80.0,0.8,Yes,1723.0,22451.67,901.76,94
2173,SCMS,ASN,Namibia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Clearview Complete Kit, 25 Tests",25,3,225.0,75.0,3.0,Yes,3.0,963.34,0.44,23
2257,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,100,2700.0,27.0,1.35,Yes,28.0,692.38,5.29,23
2295,SCMS,ASN,Namibia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,68,2176.0,32.0,1.6,Yes,22.0,1003.52,4.26,57
2297,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,9000,21600.0,2.4,0.04,Yes,2228.0,9809.7,42.34,93
2298,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,700,7805.0,11.15,0.19,No,3562.0,,15.3,96
2305,SCMS,ASN,Nigeria,Direct Drop,others,Air,Adult,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",30,25000,1260000.0,50.4,1.68,Yes,2067.0,7933.38,2469.6,94
2328,SCMS,ASN,Haiti,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,1680,117600.0,70.0,0.7,Yes,382.0,3241.06,230.5,71
2399,SCMS,ASN,Haiti,Direct Drop,EXW,Air,Pediatric,"Zidovudine 100mg, capsules, 100 Caps",100,2100,10500.0,5.0,0.05,Yes,187.0,1903.54,20.58,88
2417,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,9000,648000.0,72.0,0.72,Yes,2655.0,25052.69,1270.08,142
2429,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,176,3359.84,19.09,0.21,Yes,,0.0,6.59,-37
2430,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,5017,24583.3,4.9,0.08,Yes,,0.0,48.18,-34
2431,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,929,3390.85,3.65,0.02,No,,0.0,6.65,-33
2432,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,6700,36582.0,5.46,0.09,Yes,,0.0,71.7,25
2436,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",60,1350,19062.0,14.12,0.24,No,,0.0,37.36,-5
2437,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1120,16307.2,14.56,0.49,Yes,,0.0,31.96,18
2438,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Stavudine 20mg [Zerit], capsules, 60 Caps",60,100,371.0,3.71,0.06,No,,0.0,0.73,-44
2439,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,1000,2920.0,2.92,0.05,Yes,,0.0,5.72,17
2440,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",60,260,4035.2,15.52,0.26,No,,0.0,7.91,17
2441,SCMS,ASN,Uganda,Direct Drop,others,Air,Adult,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",30,60,1100.4,18.34,0.61,Yes,3000.0,428.91,2.16,120
2447,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",90,5000,160900.0,32.18,0.36,Yes,,0.0,315.36,103
2450,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Pediatric,"Zidovudine 10mg/ml [Retrovir], solution for IV infusion injection, Vial 5 x 20 ml",5,166,2265.9,13.65,2.73,No,,0.0,4.44,106
2451,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",60,1500,15150.0,10.1,0.17,No,,0.0,29.69,106
2463,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,7840,71344.0,9.1,0.15,Yes,719.0,853.88,139.83,106
2474,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,40,1440.0,36.0,0.12,Yes,,0.0,2.82,106
2475,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",90,6,43.2,7.2,0.08,Yes,,0.0,0.08,120
2476,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",90,6,43.2,7.2,0.08,Yes,,0.0,0.08,155
2477,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,425,38250.0,90.0,0.9,Yes,130.0,1859.79,74.97,152
2478,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,276,24840.0,90.0,0.9,Yes,87.0,1205.7,48.69,178
2481,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Stavudine 20mg [Zerit], capsules, 60 Caps",60,76,300.2,3.95,0.07,No,4332.0,,0.59,109
2499,SCMS,ASN,Nigeria,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,73,3000.3,41.1,0.34,Yes,69.0,1332.43,5.88,136
2502,SCMS,ASN,Kenya,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,5,160.0,32.0,1.6,Yes,2.0,12561.4,0.31,165
